,UCLA Status,Custom field (UID Number),Mifi,CLICC ChromeBook,CLICC HP Laptop,CLICC MacBook,ITS MacBook,ITS Touchscreen Laptop,ITS Windows Laptop,ITS iPad
493,Undergraduate,005367753,1,0,0,1,0,0,0,0
494,Undergraduate,005367847,1,0,0,0,0,0,0,0
495,Undergraduate,005368615,0,0,1,0,0,0,0,0
496,Undergraduate,005371934,1,0,0,0,0,0,0,0
497,Undergraduate,005393238,1,0,0,0,0,0,1,0
498,Undergraduate,005403794,0,0,0,0,0,0,0,1
499,Undergraduate,005405482,1,1,0,0,0,0,0,0
500,Undergraduate,005495171,0,0,0,0,0,0,1,0
501,Undergraduate,005520571,1,0,0,0,0,0,0,0
502,Undergraduate,005547288,1,0,0,0,0,0,0,0
503,Undergraduate,005548476,1,0,1,0,0,0,0,0
504,Undergraduate,005553123,1,0,0,0,0,0,0,0
505,Undergraduate,005555400,0,0,0,0,0,0,1,0
506,Undergraduate,005566540,1,0,0,0,0,0,0,0
507,Undergraduate,005588759,1,0,0,0,0,0,0,0
508,Undergraduate,005598560,0,1,0,0,0,0,0,0
509,Undergraduate,00959950,1,0,0,0,0,0,0,0
510,Undergraduate,104794072,0,0,0,1,0,0,0,0
511,Undergraduate,104902910,1,0,0,0,0,0,0,0
512,Undergraduate,104906772,1,0,0,0,0,0,0,0
513,Undergraduate,104913838,1,0,0,0,1,0,0,0
514,Undergraduate,104921602,0,0,1,0,0,0,0,0
515,Undergraduate,104922300,0,0,0,1,0,0,0,0
516,Undergraduate,104928279,1,0,0,0,0,0,0,0
517,Undergraduate,104960603,0,1,0,0,0,0,0,0
518,Undergraduate,104965139,1,0,0,0,0,0,0,0
519,Undergraduate,104985793,0,0,1,0,0,0,0,0
520,Undergraduate,105-346-878,1,1,0,0,0,0,0,0
521,Undergraduate,105-517-182,0,0,0,1,0,0,0,0
522,Undergraduate,105-541-988,0,0,0,1,0,0,0,0
523,Undergraduate,105-550-355,1,0,1,0,0,0,0,0
524,Undergraduate,105011578,1,0,0,0,0,0,0,0
525,Undergraduate,105012653,1,0,0,0,0,0,0,0
526,Undergraduate,105030992,1,0,0,0,0,0,0,0
527,Undergraduate,105065533,1,0,0,0,0,0,0,0
528,Undergraduate,105073825,1,0,0,1,0,0,0,0
529,Undergraduate,105088780,1,0,0,0,0,0,0,0
530,Undergraduate,105089299,1,0,0,0,0,0,0,0
531,Undergraduate,105096959,1,0,0,0,0,0,0,0
532,Undergraduate,105105157,1,0,0,0,0,0,0,0
533,Undergraduate,105107774,1,0,0,0,0,0,0,0
534,Undergraduate,105113666,1,0,0,0,0,0,0,0
535,Undergraduate,105124405,1,0,0,0,0,0,0,0
536,Undergraduate,105129525,1,0,0,0,0,0,0,0
537,Undergraduate,105132721,1,0,0,0,0,0,0,0
538,Undergraduate,105132976,1,0,0,0,0,0,0,0
539,Undergraduate,105137196,1,0,0,0,0,0,0,0
540,Undergraduate,105140679,0,0,0,1,0,0,0,0
541,Undergraduate,105142065,0,0,0,0,0,0,1,0
542,Undergraduate,105163227,0,0,0,1,0,0,0,0
543,Undergraduate,105164991,1,0,0,0,0,0,0,0
544,Undergraduate,105169578,1,0,0,0,0,0,0,0
545,Undergraduate,105169724,1,0,0,0,0,0,0,0
546,Undergraduate,105178002,0,1,0,0,0,0,0,0
547,Undergraduate,105204039,1,0,0,0,0,0,0,0
548,Undergraduate,105217579,1,0,0,0,0,0,0,0
549,Undergraduate,105269417,0,0,1,0,0,0,0,0
550,Undergraduate,105287572,0,0,1,0,0,0,0,0
551,Undergraduate,105300644,1,0,0,0,0,0,0,0
552,Undergraduate,105301262,0,0,1,0,0,0,0,0
553,Undergraduate,105336365,1,0,0,1,0,0,0,0
554,Undergraduate,105356476,0,0,1,0,0,0,0,0
555,Undergraduate,105358593,1,0,0,0,0,0,0,0
556,Undergraduate,105362948,1,0,0,0,0,0,0,0
557,Undergraduate,105369049,0,1,0,0,0,0,0,0
558,Undergraduate,105382786,0,0,1,0,0,0,0,0
559,Undergraduate,105390376,1,0,0,0,0,0,0,0
560,Undergraduate,105396726,1,0,1,0,0,0,0,0
561,Undergraduate,105397815,0,0,0,0,0,0,1,0
562,Undergraduate,105401544,1,0,0,1,0,0,0,0
563,Undergraduate,105407447,0,1,0,0,0,0,0,0
564,Undergraduate,105511000,1,0,0,0,0,0,0,0
565,Undergraduate,105541040,0,0,0,0,1,0,0,0
566,Undergraduate,105541064,0,0,0,1,0,0,0,0
567,Undergraduate,105541196,1,0,1,0,0,0,0,0
568,Undergraduate,105554565,1,0,0,0,0,0,0,0
569,Undergraduate,105559855,1,0,0,1,0,0,0,0
570,Undergraduate,105563112,1,0,0,1,0,0,0,0
571,Undergraduate,105584553,1,0,0,0,0,0,0,0
572,Undergraduate,105585816,1,0,1,0,0,0,0,0
573,Undergraduate,105591308,0,0,0,1,0,0,0,0
574,Undergraduate,105600925,0,0,0,1,0,0,0,0
575,Undergraduate,200640304,1,0,1,0,0,0,0,0
576,Undergraduate,204643191,0,1,0,0,0,0,0,0
577,Undergraduate,204750162,0,0,1,0,0,0,0,0
578,Undergraduate,204787085,1,0,0,0,0,0,0,0
579,Undergraduate,204886919,1,0,0,0,0,0,0,0
580,Undergraduate,204901496,1,0,0,0,0,0,0,0
581,Undergraduate,204910599,0,0,1,0,0,0,0,0
582,Undergraduate,204913970,1,0,0,1,0,0,0,0
583,Undergraduate,204979616,1,0,0,0,0,0,0,0
584,Undergraduate,204990483,1,0,0,0,0,0,1,0
585,Undergraduate,204994867,0,0,1,0,0,0,0,0
586,Undergraduate,204999365,1,0,0,0,0,0,0,0
587,Undergraduate,205-550-473,1,0,0,0,0,0,0,0
588,Undergraduate,205-559-949,0,0,1,0,0,0,0,0
589,Undergraduate,205000353,1,0,0,0,0,0,0,0
590,Undergraduate,205002601,1,0,0,0,0,0,0,0
591,Undergraduate,205013416,1,0,0,0,0,0,0,0
592,Undergraduate,205087445,0,0,0,0,0,0,1,0
593,Undergraduate,205108235,1,0,0,0,0,0,0,0
594,Undergraduate,205110196,1,0,0,0,0,0,0,0
595,Undergraduate,205116315,0,1,0,0,0,0,0,0
596,Undergraduate,205139675,0,0,0,1,0,0,0,0
597,Undergraduate,205153223,0,1,0,0,0,0,0,0
598,Undergraduate,205161911,0,0,1,0,0,0,0,0
599,Undergraduate,205167507,0,0,0,1,0,0,0,0
600,Undergraduate,205174353,0,0,0,0,0,0,0,0
601,Undergraduate,205179614,1,0,0,1,0,0,0,0
602,Undergraduate,205188576,0,0,1,0,0,0,0,0
603,Undergraduate,205196562,1,0,0,0,0,0,0,0
604,Undergraduate,205202695,1,0,0,0,0,0,0,0
605,Undergraduate,205209437,0,1,0,0,0,0,0,0
606,Undergraduate,205269412,0,1,0,0,0,0,0,0
607,Undergraduate,205281211,1,0,0,0,0,0,0,0
608,Undergraduate,205287859,1,0,0,0,0,0,0,0
609,Undergraduate,205310954,1,0,0,0,0,0,0,0
610,Undergraduate,205339467,1,0,1,0,0,0,0,0
611,Undergraduate,205341738,1,0,0,0,0,0,0,0
612,Undergraduate,205359281,0,0,0,0,0,0,1,0
613,Undergraduate,205367691,1,0,0,0,0,0,0,0
614,Undergraduate,205368346,1,0,0,0,0,0,0,0
615,Undergraduate,205382470,1,0,0,0,0,0,0,0
616,Undergraduate,205403222,1,0,0,0,0,0,0,0
617,Undergraduate,20541415,1,0,0,0,0,0,0,0
618,Undergraduate,205498121,0,0,0,1,0,0,0,0
619,Undergraduate,205506550,1,0,0,0,0,0,0,0
620,Undergraduate,205510887,1,0,0,0,0,0,0,0
621,Undergraduate,205516926,1,0,0,1,0,0,0,0
622,Undergraduate,205517596,1,0,0,0,0,0,0,0
623,Undergraduate,205522282,1,0,0,0,0,0,0,0
624,Undergraduate,205534911,1,0,0,1,0,0,0,0
625,Undergraduate,205542459,1,0,0,0,0,0,0,0
626,Undergraduate,205547701,0,0,0,0,0,0,1,0
627,Undergraduate,205551608,0,0,0,1,0,0,0,0
628,Undergraduate,205557733,1,0,1,0,0,0,0,0
629,Undergraduate,205561867,1,0,0,0,0,0,0,0
630,Undergraduate,205600190,1,0,0,1,0,0,0,0
631,Undergraduate,205609789,1,0,0,0,0,0,0,0
632,Undergraduate,303998253,1,0,0,0,0,0,0,0
633,Undergraduate,304764960,0,0,0,0,0,0,1,0
634,Undergraduate,304808025,1,0,1,0,0,0,0,0
635,Undergraduate,304913248,1,0,0,0,0,0,0,0
636,Undergraduate,304926613,0,0,1,0,0,0,0,0
637,Undergraduate,304927052,1,0,0,0,0,0,0,0
638,Undergraduate,304933246,0,0,1,0,0,0,0,0
639,Undergraduate,304964898,1,0,0,0,0,0,0,0
640,Undergraduate,304966524,1,0,0,0,0,0,1,0
641,Undergraduate,304967547,1,0,0,0,0,0,0,0
642,Undergraduate,304968207,1,0,0,0,0,0,1,0
643,Undergraduate,304979692,1,0,0,0,0,0,0,0
644,Undergraduate,304980054,1,0,0,0,0,0,0,0
645,Undergraduate,304980855,1,0,0,0,0,0,0,0
646,Undergraduate,304981850,1,0,0,0,0,0,0,0
647,Undergraduate,304982430,1,0,0,0,0,0,0,0
648,Undergraduate,304983934,1,0,0,0,0,0,1,0
649,Undergraduate,304992575,1,0,0,0,0,0,0,0
650,Undergraduate,305-556-224,0,0,1,0,0,0,0,0
651,Undergraduate,305001088,1,0,0,0,0,0,0,0
652,Undergraduate,305014533,1,0,0,0,0,0,0,0
653,Undergraduate,305022972,0,0,0,1,0,0,0,0
654,Undergraduate,305064052,1,0,0,0,0,0,0,0
655,Undergraduate,305083201,1,0,0,0,0,0,0,0
656,Undergraduate,305086879,1,0,0,0,0,0,0,0
657,Undergraduate,305095402,1,0,0,0,0,0,0,0
658,Undergraduate,305134696,1,0,0,0,0,0,0,0
659,Undergraduate,305136704,1,0,0,0,0,0,0,0
660,Undergraduate,305151836,1,0,0,0,0,0,0,0
661,Undergraduate,305164080,1,0,0,0,0,0,0,0
662,Undergraduate,305179048,1,0,0,0,0,0,0,0
663,Undergraduate,305185959,0,0,0,1,0,0,0,0
664,Undergraduate,305190098,1,0,0,1,0,0,0,0
665,Undergraduate,305202647,1,0,0,0,0,0,0,0
666,Undergraduate,305205472,1,0,0,0,0,0,1,0
667,Undergraduate,305215027,1,0,0,0,0,0,0,0
668,Undergraduate,305290229,1,0,0,0,0,0,0,0
669,Undergraduate,305296491,0,0,1,0,0,0,0,0
670,Undergraduate,305297730,0,0,1,0,0,0,0,0
671,Undergraduate,305304938,1,0,0,0,0,0,0,0
672,Undergraduate,305313650,1,0,0,0,0,0,0,0
673,Undergraduate,305346052,0,0,0,0,0,1,0,0
674,Undergraduate,305347457,1,0,0,0,0,0,0,0
675,Undergraduate,305359346,0,0,1,0,0,0,0,0
676,Undergraduate,305368176,1,0,0,0,0,0,0,0
677,Undergraduate,305370966,1,0,0,0,0,0,0,0
678,Undergraduate,305392384,1,0,0,0,0,0,0,0
679,Undergraduate,305411028,1,0,0,1,0,0,0,0
680,Undergraduate,305417252,1,0,0,0,0,0,0,0
681,Undergraduate,305480451,1,0,0,0,0,0,0,0
682,Undergraduate,305484411,0,1,0,0,0,0,0,0
683,Undergraduate,305497277,0,0,0,0,1,0,0,0
684,Undergraduate,305519745,0,0,1,0,0,0,0,0
685,Undergraduate,305522248,1,0,0,1,0,0,0,0
686,Undergraduate,305522253,1,0,0,0,0,0,0,0
687,Undergraduate,305548168,1,0,1,0,0,0,0,0
688,Undergraduate,305551877,1,0,0,0,0,0,0,0
689,Undergraduate,305556262,0,1,0,0,0,0,0,0
690,Undergraduate,305559656,1,0,0,0,0,0,0,0
691,Undergraduate,305570951,1,0,0,1,0,0,0,0
692,Undergraduate,305572455,0,0,1,0,0,0,0,0
693,Undergraduate,305575717,1,0,0,0,0,0,0,0
694,Undergraduate,305584397,1,0,0,1,0,0,0,0
695,Undergraduate,305612885,0,0,0,0,0,0,1,0
696,Undergraduate,305625524,1,0,0,0,0,0,0,0
697,Undergraduate,4047664833,1,0,0,0,0,0,0,0
698,Undergraduate,404791798,1,1,0,0,0,0,0,0
699,Undergraduate,404899893,1,0,0,0,0,0,0,0
700,Undergraduate,404906431,0,0,0,0,0,0,1,0
701,Undergraduate,404907567,1,0,0,0,0,0,0,0
702,Undergraduate,404925335,0,0,1,0,0,0,0,0
703,Undergraduate,404927928,1,0,0,0,0,0,0,0
704,Undergraduate,404977348,1,0,0,0,0,0,0,0
705,Undergraduate,404984810,1,0,1,0,0,0,0,0
706,Undergraduate,404990830,1,0,0,0,0,0,0,0
707,Undergraduate,404991702,1,0,0,0,0,0,0,0
708,Undergraduate,404993466,1,0,0,0,0,0,0,0
709,Undergraduate,405-541-029,1,1,0,0,0,0,0,0
710,Undergraduate,405-552-517,1,0,0,0,0,0,0,0
711,Undergraduate,405-588-168,1,0,0,0,0,0,0,0
712,Undergraduate,405014976,1,0,0,0,0,0,0,0
713,Undergraduate,405088496,1,0,0,0,0,0,0,0
714,Undergraduate,405090531,0,0,0,0,0,0,1,0
715,Undergraduate,405098527,1,0,0,0,0,0,0,0
716,Undergraduate,405105467,0,0,1,0,0,0,0,0
717,Undergraduate,405133413,0,0,0,0,0,1,0,0
718,Undergraduate,405138585,0,0,1,0,0,0,0,0
719,Undergraduate,405146203,1,0,0,0,0,0,0,0
720,Undergraduate,405150351,0,0,1,0,0,0,0,0
721,Undergraduate,405152345,1,0,0,0,0,0,0,0
722,Undergraduate,405162957,1,0,0,0,0,0,1,0
723,Undergraduate,405165852,1,0,0,0,0,0,0,0
724,Undergraduate,405179081,1,0,0,0,0,0,0,0
725,Undergraduate,405179651,1,0,0,0,0,0,0,0
726,Undergraduate,405183097,1,0,0,0,0,0,0,0
727,Undergraduate,405195972,1,0,0,0,0,0,0,0
728,Undergraduate,405198881,1,0,0,0,0,0,1,0
729,Undergraduate,405298692,1,0,0,0,0,0,0,0
730,Undergraduate,405310646,1,0,0,0,0,0,0,0
731,Undergraduate,405319152,0,0,1,0,0,0,0,0
732,Undergraduate,405334421,1,0,0,0,0,0,0,0
733,Undergraduate,405336651,1,0,1,0,0,0,0,0
734,Undergraduate,405346909,1,1,0,0,0,0,0,0
735,Undergraduate,405356818,1,0,0,1,0,0,0,0
736,Undergraduate,405357097,1,1,0,0,0,0,0,0
737,Undergraduate,405362503,1,0,0,0,0,0,1,0
738,Undergraduate,405363343,0,0,1,0,0,0,0,0
739,Undergraduate,405406540,1,0,0,0,0,0,0,0
740,Undergraduate,405433044,0,0,1,0,0,0,0,0
741,Undergraduate,405507563,0,0,0,0,0,0,1,0
742,Undergraduate,405507822,0,0,0,1,0,0,0,0
743,Undergraduate,405544136,1,0,0,0,0,0,0,0
744,Undergraduate,405545598,1,0,0,0,0,0,0,0
745,Undergraduate,405546395,1,0,0,1,0,0,0,0
746,Undergraduate,405547917,1,0,0,0,0,0,0,0
747,Undergraduate,405556822,0,1,0,0,0,0,0,0
748,Undergraduate,405557529,1,0,1,0,0,0,0,0
749,Undergraduate,405567632,0,0,1,0,0,0,0,0
750,Undergraduate,405574345,1,0,0,0,0,0,0,0
751,Undergraduate,405604272,1,0,0,0,0,0,0,0
752,Undergraduate,405607077,1,0,0,0,0,0,0,0
753,Undergraduate,504-955-204,1,0,1,0,0,0,0,0
754,Undergraduate,504745881,1,0,0,0,0,0,0,0
755,Undergraduate,504829456,1,0,0,0,0,0,0,0
756,Undergraduate,504900382,1,0,0,0,0,0,0,0
757,Undergraduate,504908236,1,0,0,1,0,0,0,0
758,Undergraduate,504909165,1,0,0,0,0,0,0,0
759,Undergraduate,504910569,1,0,0,0,0,0,0,0
760,Undergraduate,504919777,0,0,1,0,0,0,0,0
761,Undergraduate,504924024,1,0,0,0,0,0,0,0
762,Undergraduate,504927089,1,0,0,0,0,0,0,0
763,Undergraduate,504929451,0,0,0,1,0,0,0,0
764,Undergraduate,504962718,1,0,0,0,0,0,0,0
765,Undergraduate,504964388,1,0,0,1,0,0,0,0
766,Undergraduate,504964798,1,0,0,0,0,0,0,0
767,Undergraduate,504967004,0,0,1,0,0,0,0,0
768,Undergraduate,504967301,1,0,0,0,0,0,0,0
769,Undergraduate,504970563,0,0,1,0,0,0,0,0
770,Undergraduate,504971633,1,0,0,0,0,0,0,0
771,Undergraduate,504982957,1,0,0,0,0,0,0,0
772,Undergraduate,505-555-855,0,0,1,0,0,0,0,0
773,Undergraduate,505-602-965,0,0,0,1,0,0,0,0
774,Undergraduate,505000276,0,0,1,0,0,0,0,0
775,Undergraduate,505008965,1,0,0,0,0,0,0,0
776,Undergraduate,505015414,1,0,0,0,0,0,0,0
777,Undergraduate,505017154,1,0,0,0,0,0,0,0
778,Undergraduate,505023254,0,0,1,0,0,0,0,0
779,Undergraduate,505081102,0,0,1,0,0,0,0,0
780,Undergraduate,505092997,1,0,0,0,0,0,0,0
781,Undergraduate,505124149,1,0,0,0,0,0,0,0
782,Undergraduate,505128557,1,0,0,0,0,0,0,0
783,Undergraduate,505130452,0,0,1,0,0,0,0,0
784,Undergraduate,505131437,1,1,0,0,0,0,0,0
785,Undergraduate,505133629,1,0,0,0,0,0,0,0
786,Undergraduate,505164988,1,0,0,0,0,0,0,0
787,Undergraduate,505193859,1,0,0,0,0,0,0,0
788,Undergraduate,505195716,1,0,0,0,0,1,0,0
789,Undergraduate,505212645,1,0,0,1,0,0,0,0
790,Undergraduate,505233110,1,0,0,0,0,0,1,0
791,Undergraduate,505291713,1,0,0,0,0,0,0,0
792,Undergraduate,505306007,1,0,0,0,0,0,0,0
793,Undergraduate,505314502,0,0,1,0,0,0,0,0
794,Undergraduate,505319477,0,0,0,1,0,0,0,0
795,Undergraduate,505325869,1,0,0,0,0,0,0,0
796,Undergraduate,505358567,0,0,0,1,0,0,0,0
797,Undergraduate,505359487,0,0,1,0,0,0,0,0
798,Undergraduate,505363903,1,0,1,0,0,0,0,0
799,Undergraduate,505364200,1,1,0,0,0,0,0,0
800,Undergraduate,505371583,0,0,1,0,0,0,0,0
801,Undergraduate,505382299,1,0,0,0,0,0,0,0
802,Undergraduate,505399134,0,0,1,0,0,0,0,0
803,Undergraduate,505399394,0,0,0,1,0,0,0,0
804,Undergraduate,505400646,1,0,0,0,0,0,0,0
805,Undergraduate,505415469,0,0,0,1,0,0,0,0
806,Undergraduate,505449884,1,0,0,1,0,0,0,0
807,Undergraduate,505487932,1,0,0,0,0,0,0,0
808,Undergraduate,505500698,1,0,0,1,0,0,0,0
809,Undergraduate,505503277,1,0,0,0,0,0,0,0
810,Undergraduate,505514902,1,0,0,0,0,0,0,0
811,Undergraduate,505535457,1,0,0,0,0,0,0,0
812,Undergraduate,505541514,1,1,0,0,0,0,0,0
813,Undergraduate,505543631,0,1,0,0,0,0,0,0
814,Undergraduate,505545965,1,0,0,0,0,0,0,0
815,Undergraduate,505547511,0,0,1,0,0,0,0,0
816,Undergraduate,505552003,0,0,0,0,0,0,1,0
817,Undergraduate,505552135,1,0,0,0,0,0,0,0
818,Undergraduate,505557369,1,0,0,0,0,0,0,0
819,Undergraduate,505558175,0,0,1,0,0,0,0,0
820,Undergraduate,505559684,1,0,0,0,0,0,0,0
821,Undergraduate,505561521,1,0,0,0,0,0,1,0
822,Undergraduate,505609071,0,0,0,1,0,0,0,0
823,Undergraduate,602689589,0,0,0,1,0,0,0,0
824,Undergraduate,604621743,1,0,0,1,0,0,0,0
825,Undergraduate,604798812,1,0,0,0,0,0,0,0
826,Undergraduate,604800344,0,1,0,0,0,0,0,0
827,Undergraduate,604855341,0,0,1,0,0,0,0,0
828,Undergraduate,604900720,1,0,0,0,0,0,0,0
829,Undergraduate,604902366,1,0,0,0,0,0,0,0
830,Undergraduate,604906840,1,0,0,0,0,0,0,0
831,Undergraduate,604908580,0,0,1,0,0,0,0,0
832,Undergraduate,604924207,0,0,0,1,0,0,0,0
833,Undergraduate,604931284,1,0,0,0,0,0,0,0
834,Undergraduate,604931967,1,0,0,0,0,0,0,0
835,Undergraduate,604940660,1,0,0,0,0,0,0,0
836,Undergraduate,604962237,1,0,0,0,0,1,0,0
837,Undergraduate,604980627,1,0,1,0,0,0,0,0
838,Undergraduate,605-578-502,1,0,0,1,0,0,0,0
839,Undergraduate,605011646,0,0,1,0,0,0,0,0
840,Undergraduate,605102651,1,0,1,0,0,0,0,0
841,Undergraduate,605111716,1,0,0,0,0,0,0,1
842,Undergraduate,605125898,1,0,0,0,0,0,0,0
843,Undergraduate,605141619,1,0,0,0,0,0,0,0
844,Undergraduate,605182983,0,0,1,0,0,0,0,0
845,Undergraduate,605193284,1,0,0,0,0,0,0,0
846,Undergraduate,605195792,0,0,0,1,0,0,0,0
847,Undergraduate,605213357,1,0,0,1,0,0,0,0
848,Undergraduate,605258529,1,0,0,0,0,0,0,0
849,Undergraduate,605298243,0,0,0,0,0,1,0,0
850,Undergraduate,605302607,0,0,1,0,0,0,0,0
851,Undergraduate,605306785,1,0,0,0,0,0,0,0
852,Undergraduate,605313875,1,0,0,0,0,0,0,0
853,Undergraduate,605329433,0,0,1,0,0,0,0,0
854,Undergraduate,605342496,1,0,0,0,0,0,0,0
855,Undergraduate,605346442,0,0,1,0,0,0,0,0
856,Undergraduate,605346772,0,0,1,0,0,0,0,0
857,Undergraduate,605358816,0,0,1,0,0,0,0,0
858,Undergraduate,605361263,0,0,1,0,0,0,0,0
859,Undergraduate,605363832,1,0,1,0,0,0,0,0
860,Undergraduate,605367076,0,0,0,1,0,0,0,0
861,Undergraduate,605367284,1,0,0,0,0,0,0,0
862,Undergraduate,605384429,1,0,0,0,0,0,0,0
863,Undergraduate,605385749,1,0,0,0,0,0,0,0
864,Undergraduate,605392052,0,0,0,0,0,0,1,0
865,Undergraduate,605481067,0,1,0,0,0,0,0,0
866,Undergraduate,605504714,0,0,0,1,0,0,0,0
867,Undergraduate,605507128,1,0,0,1,0,0,0,0
868,Undergraduate,605522082,0,0,0,1,0,0,0,0
869,Undergraduate,605532745,0,1,0,0,0,0,0,0
870,Undergraduate,605543923,0,0,0,1,0,0,0,0
871,Undergraduate,605544545,0,0,0,1,0,0,0,0
872,Undergraduate,605550353,1,0,0,1,0,0,0,0
873,Undergraduate,605557420,1,0,0,1,0,0,0,0
874,Undergraduate,605557444,1,0,0,0,0,0,1,0
875,Undergraduate,605559551,1,0,1,0,0,0,0,0
876,Undergraduate,605589162,1,0,0,0,0,0,0,0
877,Undergraduate,605594639,0,1,0,0,0,0,0,0
878,Undergraduate,605603417,1,0,0,0,0,0,0,0
879,Undergraduate,605605954,1,0,0,0,0,0,0,0
880,Undergraduate,605651205,0,0,0,0,0,0,1,0
881,Undergraduate,703805460,0,0,0,1,0,0,0,0
882,Undergraduate,704675127,1,0,0,0,0,0,0,0
883,Undergraduate,704793475,1,0,0,0,0,0,0,0
884,Undergraduate,704800126,1,0,0,0,0,0,0,0
885,Undergraduate,704820394,1,0,0,0,0,0,0,0
886,Undergraduate,704901248,1,0,0,0,0,0,0,0
887,Undergraduate,704904478,1,0,0,0,0,0,0,0
888,Undergraduate,704918197,1,0,0,0,0,0,0,0
889,Undergraduate,704919291,0,0,1,0,0,0,0,0
890,Undergraduate,704924264,1,0,0,0,0,0,0,0
891,Undergraduate,704926135,1,0,0,0,0,0,0,0
892,Undergraduate,704937167,1,0,0,0,0,0,0,0
893,Undergraduate,704974032,1,0,0,0,0,0,0,0
894,Undergraduate,705-554-534,1,0,0,1,0,0,0,0
895,Undergraduate,705-581-033,1,0,0,0,0,0,0,0
896,Undergraduate,705002873,1,1,0,0,0,0,0,0
897,Undergraduate,705003863,0,0,0,0,0,0,1,0
898,Undergraduate,705011306,0,0,0,1,0,0,0,0
899,Undergraduate,705113178,1,0,0,0,0,0,0,0
900,Undergraduate,705114516,1,0,0,0,0,0,0,0
901,Undergraduate,705114682,1,0,0,0,0,0,0,0
902,Undergraduate,705116742,1,0,0,0,0,0,0,0
903,Undergraduate,705132624,1,0,0,0,0,0,0,0
904,Undergraduate,705136453,1,0,0,0,0,0,0,0
905,Undergraduate,705142736,1,0,0,0,0,0,0,0
906,Undergraduate,705153225,1,0,0,0,0,0,0,0
907,Undergraduate,705158794,1,0,0,0,0,0,0,0
908,Undergraduate,705185066,1,0,0,0,0,0,0,0
909,Undergraduate,705191487,0,0,0,1,0,0,0,0
910,Undergraduate,705207228,1,0,0,0,0,0,0,0
911,Undergraduate,705216633,0,0,0,0,0,1,0,0
912,Undergraduate,705313653,0,0,0,0,1,0,0,0
913,Undergraduate,705319259,1,0,0,0,0,0,0,0
914,Undergraduate,705355964,1,0,0,0,0,0,0,0
915,Undergraduate,705361192,0,0,0,0,0,0,1,0
916,Undergraduate,705365166,1,1,0,0,0,0,0,0
917,Undergraduate,705377579,1,0,0,0,0,0,0,0
918,Undergraduate,705393503,1,0,0,0,0,0,0,0
919,Undergraduate,705395960,1,0,0,0,0,0,0,0
920,Undergraduate,705448440,1,0,0,0,0,0,0,0
921,Undergraduate,705481552,1,0,0,0,0,0,0,0
922,Undergraduate,705492857,0,0,0,1,0,0,0,0
923,Undergraduate,705500584,1,0,0,0,0,0,0,0
924,Undergraduate,705506944,1,0,0,0,0,0,0,0
925,Undergraduate,705516556,1,0,1,0,0,0,0,0
926,Undergraduate,705545059,1,0,0,0,0,0,0,0
927,Undergraduate,705552224,1,0,0,0,0,0,0,0
928,Undergraduate,705556665,0,0,0,1,0,0,0,0
929,Undergraduate,705565146,0,1,0,0,0,0,0,0
930,Undergraduate,705597473,1,0,1,0,0,0,0,0
931,Undergraduate,705607410,0,0,1,0,0,0,0,0
932,Undergraduate,705624853,1,0,0,0,0,0,0,0
933,Undergraduate,804763703,1,0,0,0,0,0,0,0
934,Undergraduate,804902799,1,0,0,0,0,0,0,0
935,Undergraduate,804906702,0,1,0,0,0,0,0,0
936,Undergraduate,804925871,1,0,0,0,0,0,0,0
937,Undergraduate,804930882,1,0,0,1,0,0,0,0
938,Undergraduate,804931117,1,0,0,0,0,0,0,0
939,Undergraduate,804935375,1,0,0,0,0,0,0,0
940,Undergraduate,80496699,0,1,0,0,0,0,0,0
941,Undergraduate,804989325,0,0,0,0,0,0,1,0
942,Undergraduate,804991998,0,0,0,0,0,0,1,0
943,Undergraduate,805-522-335,1,0,0,0,0,0,0,0
944,Undergraduate,805-571-934,0,0,0,1,0,0,0,0
945,Undergraduate,805-576-936,0,0,1,0,0,0,0,0
946,Undergraduate,805004720,1,0,0,0,0,0,0,0
947,Undergraduate,805016474,0,0,1,0,0,0,0,0
948,Undergraduate,805020126,0,0,0,0,0,0,1,0
949,Undergraduate,805021574,1,0,0,0,0,0,0,0
950,Undergraduate,805067166,0,0,0,0,1,0,0,0
951,Undergraduate,805087678,0,0,1,0,0,0,0,0
952,Undergraduate,805098281,0,0,1,0,0,0,0,0
953,Undergraduate,805125430,1,0,0,0,0,0,0,0
954,Undergraduate,805126123,1,0,0,0,0,0,0,0
955,Undergraduate,805127226,1,0,0,0,0,0,0,0
956,Undergraduate,805130993,1,0,0,0,0,0,0,0
957,Undergraduate,805140384,0,0,1,0,0,0,0,0
958,Undergraduate,805167892,1,0,0,0,0,0,0,0
959,Undergraduate,805172841,0,1,0,0,0,0,0,0
960,Undergraduate,805175953,1,0,0,0,0,0,0,0
961,Undergraduate,805181647,1,0,0,0,0,0,1,0
962,Undergraduate,805185829,1,0,0,0,0,0,0,0
963,Undergraduate,805186999,1,0,0,0,0,0,0,0
964,Undergraduate,805296219,0,0,0,0,0,0,0,0
965,Undergraduate,805310319,0,0,0,0,0,0,1,0
966,Undergraduate,805317702,1,0,0,0,0,0,0,0
967,Undergraduate,805341603,1,0,0,0,0,0,0,0
968,Undergraduate,805344239,1,0,0,1,0,0,0,0
969,Undergraduate,805347737,1,0,0,0,0,0,0,0
970,Undergraduate,805355478,1,0,0,0,0,0,1,0
