,UCLA Status,Custom field (UID Number),Mifi,CLICC ChromeBook,CLICC HP Laptop,CLICC MacBook,ITS MacBook,ITS Touchscreen Laptop,ITS Windows Laptop,ITS iPad
971,Undergraduate,805355510,1,0,0,0,0,0,0,0
972,Undergraduate,805356656,1,0,0,0,0,0,0,0
973,Undergraduate,805357038,1,0,0,0,0,0,0,0
974,Undergraduate,805360597,0,0,0,1,0,0,0,0
975,Undergraduate,805360922,1,0,0,0,0,0,0,0
976,Undergraduate,805361455,0,0,1,0,0,0,0,0
977,Undergraduate,805363652,0,0,0,0,0,0,1,0
978,Undergraduate,805364618,1,0,0,0,0,0,0,0
979,Undergraduate,805368739,0,1,0,0,0,0,0,0
980,Undergraduate,805381547,1,0,0,0,0,0,0,0
981,Undergraduate,805402781,1,0,1,0,0,0,0,0
982,Undergraduate,805406477,1,0,0,0,0,0,0,0
983,Undergraduate,805407972,0,0,0,1,0,0,0,0
984,Undergraduate,805486441,1,0,0,0,0,0,0,0
985,Undergraduate,805488968,0,0,0,1,0,0,0,0
986,Undergraduate,805492767,1,0,0,1,0,0,0,0
987,Undergraduate,805507820,1,0,0,1,0,0,0,0
988,Undergraduate,805510592,1,0,0,0,0,0,0,0
989,Undergraduate,805546567,0,0,1,0,0,0,0,0
990,Undergraduate,805551158,1,0,0,1,0,0,0,0
991,Undergraduate,805559022,1,0,0,1,0,0,0,0
992,Undergraduate,805561256,1,0,0,0,0,0,0,0
993,Undergraduate,805576936,0,0,1,0,0,0,0,0
994,Undergraduate,805580108,1,0,0,0,0,0,0,0
995,Undergraduate,805581990,0,0,0,0,1,0,0,0
996,Undergraduate,805587096,1,0,0,0,0,0,0,0
997,Undergraduate,805597547,1,0,0,0,0,0,0,0
998,Undergraduate,904064791,1,0,0,0,0,0,0,0
999,Undergraduate,904716061,1,0,0,0,0,0,0,0
1000,Undergraduate,904886671,1,0,0,0,0,0,0,0
1001,Undergraduate,904919370,1,0,0,1,0,0,0,0
1002,Undergraduate,904934059,0,0,1,0,0,0,0,0
1003,Undergraduate,904936628,0,0,0,0,0,1,0,0
1004,Undergraduate,904963928,1,0,1,0,0,0,0,0
1005,Undergraduate,904971099,1,0,0,0,0,0,0,0
1006,Undergraduate,904977930,1,0,0,0,0,0,0,0
1007,Undergraduate,904979806,1,0,0,0,0,0,0,0
1008,Undergraduate,904986741,1,0,0,0,0,0,0,0
1009,Undergraduate,904992681,1,0,0,0,0,0,0,0
1010,Undergraduate,904994468,1,0,1,0,0,0,0,0
1011,Undergraduate,904994784,1,0,0,0,0,0,0,0
1012,Undergraduate,905-548-293,0,0,1,0,0,0,0,0
1013,Undergraduate,905-580-136,1,0,0,0,0,0,0,0
1014,Undergraduate,905010570,0,0,1,0,0,0,0,0
1015,Undergraduate,905016341,1,0,0,0,0,0,0,0
1016,Undergraduate,905089931,1,0,0,0,0,0,0,0
1017,Undergraduate,905095913,1,0,0,0,0,0,0,0
1018,Undergraduate,905108232,1,0,0,0,0,0,0,0
1019,Undergraduate,905123954,0,0,1,0,0,0,0,0
1020,Undergraduate,905125415,1,0,0,0,0,0,0,0
1021,Undergraduate,905132996,1,0,0,1,0,0,0,0
1022,Undergraduate,905133608,1,0,0,0,0,0,0,0
1023,Undergraduate,905143320,1,0,0,0,0,0,0,0
1024,Undergraduate,905146489,1,0,0,0,0,0,0,0
1025,Undergraduate,905163370,1,0,0,0,0,0,0,0
1026,Undergraduate,905166217,1,0,0,0,0,0,0,0
1027,Undergraduate,905168443,1,0,0,0,0,0,0,0
1028,Undergraduate,905211738,1,0,0,0,0,0,0,0
1029,Undergraduate,905211776,1,0,0,0,0,0,0,0
1030,Undergraduate,905300225,1,0,0,0,0,0,0,0
1031,Undergraduate,905355166,1,0,0,0,0,0,0,0
1032,Undergraduate,905356364,1,0,0,0,0,0,0,0
1033,Undergraduate,905360455,1,0,0,1,0,0,0,0
1034,Undergraduate,905394139,0,0,0,0,1,0,0,0
1035,Undergraduate,905398284,0,0,0,0,0,0,1,0
1036,Undergraduate,905413835,0,0,0,0,1,0,0,0
1037,Undergraduate,905492644,1,0,0,0,0,0,0,0
1038,Undergraduate,905493196,1,0,0,1,0,0,0,0
1039,Undergraduate,905520369,0,0,0,0,0,0,1,0
1040,Undergraduate,905541630,1,0,0,0,0,0,0,0
1041,Undergraduate,905541786,1,1,0,0,0,0,0,0
1042,Undergraduate,905544515,1,0,0,1,0,0,0,0
1043,Undergraduate,905546034,1,0,1,0,0,0,0,0
1044,Undergraduate,905546722,1,0,0,1,0,0,0,0
1045,Undergraduate,905548405,0,0,0,1,0,0,0,0
1046,Undergraduate,905551073,1,0,0,1,0,0,0,0
1047,Undergraduate,905551501,1,1,0,0,0,0,0,0
1048,Undergraduate,905556754,1,0,0,0,1,0,0,0
1049,Undergraduate,905584691,1,0,0,0,0,0,0,0
1050,Undergraduate,905608102,1,0,0,0,0,0,0,0
1051,Undergraduate,905623066,1,0,0,0,1,0,0,0
1052,Undergraduate,Brains0202,1,0,0,0,0,0,0,0
